"EntityNumber","TypeOfAddress","CountryNL","CountryFR","Zipcode","MunicipalityNL","MunicipalityFR","StreetNL","StreetFR","HouseNumber","Box","ExtraAddressInfo","DateStrikingOff"
"0200.065.765","REGO",,,"9070","Destelbergen","Destelbergen","Dendermondesteenweg","Dendermondesteenweg","430","","",
"0200.068.636","REGO",,,"9000","Gent","Gent","Stropstraat","Stropstraat","1","","",
"0200.171.970","REGO",,,"9000","Gent","Gent","Brabantdam","Brabantdam","101","","",
"0200.245.711","REGO",,,"9500","Geraardsbergen","Geraardsbergen","Hoge Buizemont","Hoge Buizemont","247","","",
"0200.305.493","REGO",,,"9420","Erpe-Mere","Erpe-Mere","Joseph Cardijnstraat","Joseph Cardijnstraat","60","","",
"0200.305.493","ABBR",,,"9300","Aalst","Aalst","Stationsstraat","Stationsstraat","31","","",
"0200.355.676","REGO",,,"9600","Ronse","Ronse","","","","","",
"0200.362.111","REGO",,,"1474","Genappe","Genappe","Rue Emile François","Rue Emile François","27","","",
"0200.362.210","REGO",,,"1400","Nivelles","Nivelles","Rue de la Religion","Rue de la Religion","10","","",
"0200.362.408","REGO",,,"1450","Chastre","Chastre","Rue de Gembloux","Rue de Gembloux","2","","",
"0200.420.410","REGO",,,"3290","Diest","Diest","Michel Theysstraat","Michel Theysstraat","18","","",
"0200.420.608","REGO",,,"8970","Poperinge","Poperinge","Gasthuisstraat","Gasthuisstraat","5","","",
"0200.448.421","REGO",,,"8500","Kortrijk","Kortrijk","Budastraat(Kor)","Budastraat(Kor)","37","","",
"0200.450.005","REGO",,,"8000","Brugge","Brugge","Woensdagmarkt","Woensdagmarkt","6","","",
"0200.762.878","REGO",,,"2850","Boom","Boom","Colonel Silvertopstraat","Colonel Silvertopstraat","15","","",
"0200.809.497","REGO",,,"2800","Mechelen","Mechelen","Grote Markt, 21 Stadhuis","Grote Markt, 21 Stadhuis","","","",
"0200.809.497","ABBR",,,"2800","Mechelen","Mechelen","Electriciteitsstraat","Electriciteitsstraat","68","","",
"0200.812.368","REGO",,,"2800","Mechelen","Mechelen","Grote Markt, 21 Stadhuis","Grote Markt, 21 Stadhuis","","","",
"0200.812.368","ABBR",,,"2800","Mechelen","Mechelen","Electriciteitsstraat","Electriciteitsstraat","68","","",
"0200.881.951","REGO",,,"1731","Asse","Asse","Brusselsesteenweg","Brusselsesteenweg","617","","",
"0200.882.050","REGO",,,"1000","Brussel","Bruxelles","Eikstraat","Rue du Chêne","16","","",
"0200.952.524","REGO",,,"3500","Hasselt","Hasselt","Willekensmolenstraat","Willekensmolenstraat","122","","",
"0201.105.843","REGO",,,"7000","Mons","Mons","Rue de Nimy","Rue de Nimy","53","","",
"0201.107.427","REGO",,,"7000","Mons","Mons","*Hôtel de Ville","*Hôtel de Ville","","","",
"0201.107.427","ABBR",,,"7000","Mons","Mons","rue Buisseret","rue Buisseret","2","","",
"0201.107.526","REGO",,,"7000","Mons","Mons","Grand-Place","Grand-Place","22","","Hôtel de Ville",
"0201.107.922","REGO",,,"7340","Colfontaine","Colfontaine","Place de Pâturages","Place de Pâturages","41","","",
"0201.183.146","REGO",,,"7860","Lessines","Lessines","*Hôtel de Ville","*Hôtel de Ville","","","",
"0201.183.146","ABBR",,,"6000","Charleroi","Charleroi","Boulevard de l'Yser","Boulevard de l'Yser","44","","",
"0201.183.245","REGO",,,"7060","Soignies","Soignies","Place Verte","Place Verte","33","","Hôtel de Ville",
"0201.183.245","ABBR",,,"7860","Lessines","Lessines","rue des Quatre Fils Aymon","rue des Quatre Fils Aymon","54","","",
"0201.258.172","REGO",,,"7700","Mouscron","Mouscron","Gasstraat","Rue du Gaz","16","","",
"0201.310.731","REGO",,,"3900","Overpelt","Overpelt","Oude Markt","Oude Markt","2","","",
"0201.310.929","REGO",,,"3600","Genk","Genk","Klotstraat","Klotstraat","125","","",
"0201.311.028","REGO",,,"3640","Kinrooi","Kinrooi","Maasdijk (Oph)","Maasdijk (Oph)","1","3","",
"0201.311.226","REGO",,,"3500","Hasselt","Hasselt","Trichterheideweg","Trichterheideweg","8","","",
"0201.339.039","REGO",,,"3500","Hasselt","Hasselt","Thonissenlaan","Thonissenlaan","15","","",
"0201.400.011","REGO",,,"5000","Namur","Namur","Avenue Sergent Vrithoff","Avenue Sergent Vrithoff","2","","",
"0201.400.011","ABBR",,,"5000","Namur","Namur","Avenue Sergent Vrithoff","Avenue Sergent Vrithoff","2","","",
"0201.400.110","REGO",,,"5361","Hamois","Hamois","Rue des Scyoux, Scy","Rue des Scyoux, Scy","20","","",
"0201.400.209","REGO",,,"5000","Namur","Namur","Avenue Sergent Vrithoff","Avenue Sergent Vrithoff","2","","",
"0201.400.209","ABBR",,,"5000","Namur","Namur","B.E.P.- Palais des Expositions,","B.E.P.- Palais des Expositions,","2","","",
"0201.456.924","REGO",,,"4577","Modave","Modave","Rue Surroyseux","Rue Surroyseux","51A","","",
"0201.543.234","REGO",,,"6010","Charleroi","Charleroi","Rue du Déversoir","Rue du Déversoir","1","","",
"0201.543.828","REGO",,,"7100","La Louvière","La Louvière","*Hôtel de Ville","*Hôtel de Ville","","","",
"0201.543.828","ABBR",,,"6000","Charleroi","Charleroi","Boulevard de l'Yser","Boulevard de l'Yser","44","","",
"0201.552.538","REGO",,,"6000","Charleroi","Charleroi","Boulevard Joseph II","Boulevard Joseph II","13","","",
"0201.568.473","REGO",,,"6000","Charleroi","Charleroi","Place Charles II","Place Charles II","SN","","Hôtel de ville",
"0201.645.281","REGO",,,"6060","Charleroi","Charleroi","Place Jules Destrée","Place Jules Destrée","SN","","",
"0201.645.281","ABBR",,,"6000","Charleroi","Charleroi","Boulevard Pierre Mayence","Boulevard Pierre Mayence","1","","",
"0201.704.471","REGO",,,"6460","Chimay","Chimay","Boulevard Louise(CH)","Boulevard Louise(CH)","18","","",
"0201.710.312","REGO",,,"6460","Chimay","Chimay","Rue Sainte-Monégonde(SAL)","Rue Sainte-Monégonde(SAL)","40","","",
"0201.712.587","REGO",,,"6460","Chimay","Chimay","Grand'Place(CH)","Grand'Place(CH)","SN","","",
"0201.712.587","ABBR",,,"6470","Sivry-Rance","Sivry-Rance","Rue du Commerce","Rue du Commerce","6","","",
"0201.717.438","REGO",,,"6530","Thuin","Thuin","Rue 't Serstevens(THN)","Rue 't Serstevens(THN)","28","","",
"0201.717.438","ABBR",,,"6530","Thuin","Thuin","Grand'Rue(THN)","Grand'Rue(THN)","39","","",
"0201.741.786","REGO",,,"6000","Charleroi","Charleroi","Boulevard Pierre Mayence","Boulevard Pierre Mayence","1","","",
"0201.760.592","REGO",,,"7110","La Louvière","La Louvière","Chaussée","Chaussée","65","","",
"0201.808.401","REGO",,,"7330","Saint-Ghislain","Saint-Ghislain","11e Rue(SG)","11e Rue(SG)","3+","","",
"0201.808.696","REGO",,,"7340","Colfontaine","Colfontaine","Rue Grande","Rue Grande","17","","",
"0201.847.991","REGO",,,"1210","Sint-Joost-ten-Node","Saint-Josse-ten-Noode","Queteletplein","Place Quetelet","3","","",
"0201.978.150","REGO",,,"1210","Sint-Joost-ten-Node","Saint-Josse-ten-Noode","Madouplein","Place Madou","1","","",
"0202.082.078","REGO",,,"1210","Sint-Joost-ten-Node","Saint-Josse-ten-Noode","Sterrenkundelaan","Avenue de l'Astronomie","13","","",
"0202.082.078","ABBR",,,"1000","Brussel","Bruxelles","Werkhuizenkaai","Quai des Usines","16","","",
"0202.082.177","REGO",,,"1210","Sint-Joost-ten-Node","Saint-Josse-ten-Noode","Sterrenkundelaan","Avenue de l'Astronomie","13","","",
"0202.082.177","ABBR",,,"1000","Brussel","Bruxelles","Werkhuizenkaai","Quai des Usines","16","","",
"0202.239.951","REGO",,,"1030","Schaarbeek","Schaerbeek","Koning AlbertII laan","Boulevard du Roi Albert II","27","","",
"0202.268.754","REGO",,,"4800","Verviers","Verviers","Chaussée de Heusy","Chaussée de Heusy","1/5","","",
"0202.320.224","REGO",,,"4780","Sankt Vith","Sankt Vith","","","","","",
"0202.329.033","REGO",,,"4720","Kelmis","Kelmis","Rue de l'Eglise","Rue de l'Eglise","31","","",
"0202.395.052","REGO",,,"4031","Liège","Liège","Rue Canal-de-l'Ourthe","Rue Canal-de-l'Ourthe","8","","",
"0202.414.452","REGO",,,"4000","Liège","Liège","Quai de Maestricht","Quai de Maestricht","14","","",
"0202.470.177","REGO",,,"4850","Plombières","Plombières","Rue de la Clinique","Rue de la Clinique","24","","",
"0202.470.177","ABBR",,,"4850","Plombières","Plombières","Rue du Calvaire","Rue du Calvaire","1","","",
"0202.492.151","REGO",,,"7321","Bernissart","Bernissart","*Maison Communale","*Maison Communale","","","",
"0202.492.151","ABBR",,,"6000","Charleroi","Charleroi","Boulevard de l'Yser","Boulevard de l'Yser","44","","",
"0202.500.267","REGO",,,"7500","Tournai","Tournai","Rue Saint-Jacques","Rue Saint-Jacques","11","","",
"0202.500.465","REGO",,,"7500","Tournai","Tournai","Rue de l'Enclos St. Martin(TOU)","Rue de l'Enclos St. Martin(TOU)","52H","","",
"0202.508.878","REGO",,,"7500","Tournai","Tournai","Rue du Viaduc(TOU)","Rue du Viaduc(TOU)","52","","",
"0202.554.113","REGO",,,"5070","Fosses-la-Ville","Fosses-la-Ville","Rue Sainte-Brigide","Rue Sainte-Brigide","43","","",
"0202.554.311","REGO",,,"5060","Sambreville","Sambreville","Rue de l'Abattoir(TAM)","Rue de l'Abattoir(TAM)","9","","",
"0202.554.608","REGO",,,"5640","Mettet","Mettet","Rue Estroit","Rue Estroit","39","","",
"0202.555.004","REGO",,,"5670","Viroinval","Viroinval","Parc Communal, Nismes","Parc Communal, Nismes","1","","Hôtel communal",
"0202.555.103","REGO",,,"5600","Philippeville","Philippeville","Place d'Armes","Place d'Armes","12","","",
"0202.555.103","ABBR",,,"5000","Namur","Namur","B.E.P.- Palais des Expositions,","B.E.P.- Palais des Expositions,","2","","",
"0202.718.122","REGO",,,"1200","Sint-Lambrechts-Woluwe","Woluwe-Saint-Lambert","Paul Hymanslaan","Avenue Paul Hymans","2","","",
"0202.819.476","REGO",,,"1040","Brussel","Bruxelles","Trierstraat","Rue de Trèves","82","","",
"0202.824.228","REGO",,,"1000","Brussel","Bruxelles","Pachecolaan","Boulevard Pachéco","34","","",
"0202.962.701","REGO",,,"1000","Brussel","Bruxelles","Keizerinlaan","Boulevard de l'Impératrice","17-19","","",
"0202.969.629","REGO",,,"1000","Brussel","Bruxelles","Trierstraat","Rue de Trèves","21","","",
"0203.071.973","REGO",,,"1000","Brussel","Bruxelles","Maalbeeklaan","Avenue du Maelbeek","3","","",
"0203.178.079","REGO",,,"1080","Sint-Jans-Molenbeek","Molenbeek-Saint-Jean","Graaf van Vlaanderenstraat","Rue du Comte de Flandre","SN","","",
"0203.178.079","ABBR",,,"1050","Elsene","Ixelles","Elsense Steenweg","Chaussée d'Ixelles","133","","",
"0203.201.340","REGO",,,"1000","Brussel","Bruxelles","de Berlaimontlaan","Boulevard de Berlaimont","14","","",
"0203.211.040","REGO",,,"1020","Brussel","Bruxelles","Sint-Annadreef","Drève Sainte-Anne","68B","","",
"0203.286.561","REGO",,,"1040","Brussel","Bruxelles","Wetstraat","Rue de la Loi","42","","",
"0203.286.759","REGO",,,"1000","Brussel","Bruxelles","Montoyerstraat","Rue Montoyer","3","","",
"0203.375.049","REGO",,,"1000","Brussel","Bruxelles","Wetstraat","Rue de la Loi","15","101","",
"0203.375.148","REGO",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Maurice Van Meenenplein","Place Maurice Van Meenen","39","","",
"0203.389.204","REGO",,,"1180","Ukkel","Uccle","Stillelaan","Avenue du Silence","61","","",
"0203.430.576","REGO",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Frankrijkstraat","Rue de France","56","","DIR.HUMAN RESOURCES BUR. H-HR.232 SEC.73",
"0203.563.111","REGO",,,"3210","Lubbeek","Lubbeek","Diestsesteenweg(LIN)","Diestsesteenweg(LIN)","126","","",
"0203.563.111","ABBR",,,"3000","Leuven","Leuven","Blijde-Inkomststraat","Blijde-Inkomststraat","105","","",
"0203.563.210","REGO",,,"1910","Kampenhout","Kampenhout","Frederik Wouterslaan","Frederik Wouterslaan","8","","",
"0203.563.210","ABBR",,,"1910","Kampenhout","Kampenhout","Tritsstraat","Tritsstraat","1","","",
"0203.683.766","REGO",,,"2630","Aartselaar","Aartselaar","Kontichsesteenweg","Kontichsesteenweg","17","","",
"0203.884.397","REGO",,,"4020","Liège","Liège","Rue Général-de-Gaulle","Rue Général-de-Gaulle","71","","",
"0203.949.131","REGO",,,"4420","Saint-Nicolas","Saint-Nicolas","Rue de la Digue","Rue de la Digue","25","","",
"0203.963.680","REGO",,,"4420","Saint-Nicolas","Saint-Nicolas","Rue de la Digue","Rue de la Digue","25","","",
"0203.971.303","REGO",,,"4130","Esneux","Esneux","Rue Grandfosse, 31-33","Rue Grandfosse, 31-33","","","",
"0203.978.726","REGO",,,"4000","Liège","Liège","Rue Sainte-Marie","Rue Sainte-Marie","5","","",
"0203.980.409","REGO",,,"4100","Seraing","Seraing","Rue Laplace","Rue Laplace","40","","",
"0203.989.614","REGO",,,"4550","Nandrin","Nandrin","Route du Condroz","Route du Condroz","319","","",
"0204.212.714","REGO",,,"2440","Geel","Geel","Antwerpseweg","Antwerpseweg","1","","",
"0204.245.277","REGO",,,"4000","Liège","Liège","Rue Louvrex","Rue Louvrex","95","","",
"0204.259.135","REGO",,,"4000","Liège","Liège","Rue du Vertbois","Rue du Vertbois","11","","Atrium Vertbois",
"0204.259.927","REGO",,,"4000","Liège","Liège","Place Notger","Place Notger","2","","",
"0204.259.927","ABBR",,,"1000","Brussel","Bruxelles","Archimedesstraat","Rue Archimède","17A","","",
"0204.260.125","REGO",,,"4800","Verviers","Verviers","Rue Jean Koch","Rue Jean Koch","6","","HÔTEL DE VILLE",
"0204.260.125","ABBR",,,"4020","Liège","Liège","Quai Godefroid-Kurth","Quai Godefroid-Kurth","100","","",
"0204.359.994","REGO",,,"6700","Arlon","Arlon","Schoppach,drève de l'Arc-en-Ciel","Schoppach,drève de l'Arc-en-Ciel","98","","",
"0200.068.636","REGO",,,"9000","Gent","Gent","Stropstraat","Stropstraat","1","","",
"0200.171.970","REGO",,,"9000","Gent","Gent","Brabantdam","Brabantdam","101","","",
"0200.245.711","REGO",,,"9500","Geraardsbergen","Geraardsbergen","Hoge Buizemont","Hoge Buizemont","247","","",
"0200.305.493","REGO",,,"9420","Erpe-Mere","Erpe-Mere","Joseph Cardijnstraat","Joseph Cardijnstraat","60","","",
"0200.305.493","ABBR",,,"9300","Aalst","Aalst","Stationsstraat","Stationsstraat","31","","",
"0200.355.676","REGO",,,"9600","Ronse","Ronse","","","","","",
"0200.362.111","REGO",,,"1474","Genappe","Genappe","Rue Emile François","Rue Emile François","27","","",
"0200.362.210","REGO",,,"1400","Nivelles","Nivelles","Rue de la Religion","Rue de la Religion","10","","",
"0200.362.408","REGO",,,"1450","Chastre","Chastre","Rue de Gembloux","Rue de Gembloux","2","","",
"0200.420.410","REGO",,,"3290","Diest","Diest","Michel Theysstraat","Michel Theysstraat","18","","",
"0200.420.608","REGO",,,"8970","Poperinge","Poperinge","Gasthuisstraat","Gasthuisstraat","5","","",
"0200.448.421","REGO",,,"8500","Kortrijk","Kortrijk","Budastraat(Kor)","Budastraat(Kor)","37","","",
"0200.450.005","REGO",,,"8000","Brugge","Brugge","Woensdagmarkt","Woensdagmarkt","6","","",
"0200.762.878","REGO",,,"2850","Boom","Boom","Colonel Silvertopstraat","Colonel Silvertopstraat","15","","",
"0200.809.497","REGO",,,"2800","Mechelen","Mechelen","Grote Markt, 21 Stadhuis","Grote Markt, 21 Stadhuis","","","",
"0200.809.497","ABBR",,,"2800","Mechelen","Mechelen","Electriciteitsstraat","Electriciteitsstraat","68","","",
"0200.812.368","REGO",,,"2800","Mechelen","Mechelen","Grote Markt, 21 Stadhuis","Grote Markt, 21 Stadhuis","","","",
"0200.812.368","ABBR",,,"2800","Mechelen","Mechelen","Electriciteitsstraat","Electriciteitsstraat","68","","",
"0200.881.951","REGO",,,"1731","Asse","Asse","Brusselsesteenweg","Brusselsesteenweg","617","","",
"0200.882.050","REGO",,,"1000","Brussel","Bruxelles","Eikstraat","Rue du Chêne","16","","",
"0200.952.524","REGO",,,"3500","Hasselt","Hasselt","Willekensmolenstraat","Willekensmolenstraat","122","","",
"0201.105.843","REGO",,,"7000","Mons","Mons","Rue de Nimy","Rue de Nimy","53","","",
"0201.107.427","REGO",,,"7000","Mons","Mons","*Hôtel de Ville","*Hôtel de Ville","","","",
"0201.107.427","ABBR",,,"7000","Mons","Mons","rue Buisseret","rue Buisseret","2","","",
"0201.107.526","REGO",,,"7000","Mons","Mons","Grand-Place","Grand-Place","22","","Hôtel de Ville",
"0201.107.922","REGO",,,"7340","Colfontaine","Colfontaine","Place de Pâturages","Place de Pâturages","41","","",
"0201.183.146","REGO",,,"7860","Lessines","Lessines","*Hôtel de Ville","*Hôtel de Ville","","","",
"0201.183.146","ABBR",,,"6000","Charleroi","Charleroi","Boulevard de l'Yser","Boulevard de l'Yser","44","","",
"0201.183.245","REGO",,,"7060","Soignies","Soignies","Place Verte","Place Verte","33","","Hôtel de Ville",
"0201.183.245","ABBR",,,"7860","Lessines","Lessines","rue des Quatre Fils Aymon","rue des Quatre Fils Aymon","54","","",
"0201.258.172","REGO",,,"7700","Mouscron","Mouscron","Gasstraat","Rue du Gaz","16","","",
"0201.310.731","REGO",,,"3900","Overpelt","Overpelt","Oude Markt","Oude Markt","2","","",
"0201.310.929","REGO",,,"3600","Genk","Genk","Klotstraat","Klotstraat","125","","",
"0201.311.028","REGO",,,"3640","Kinrooi","Kinrooi","Maasdijk (Oph)","Maasdijk (Oph)","1","3","",
"0201.311.226","REGO",,,"3500","Hasselt","Hasselt","Trichterheideweg","Trichterheideweg","8","","",
"0201.339.039","REGO",,,"3500","Hasselt","Hasselt","Thonissenlaan","Thonissenlaan","15","","",
"0201.400.011","REGO",,,"5000","Namur","Namur","Avenue Sergent Vrithoff","Avenue Sergent Vrithoff","2","","",
"0201.400.011","ABBR",,,"5000","Namur","Namur","Avenue Sergent Vrithoff","Avenue Sergent Vrithoff","2","","",
"0201.400.110","REGO",,,"5361","Hamois","Hamois","Rue des Scyoux, Scy","Rue des Scyoux, Scy","20","","",
"0201.400.209","REGO",,,"5000","Namur","Namur","Avenue Sergent Vrithoff","Avenue Sergent Vrithoff","2","","",
"0201.400.209","ABBR",,,"5000","Namur","Namur","B.E.P.- Palais des Expositions,","B.E.P.- Palais des Expositions,","2","","",
"0201.456.924","REGO",,,"4577","Modave","Modave","Rue Surroyseux","Rue Surroyseux","51A","","",
"0201.543.234","REGO",,,"6010","Charleroi","Charleroi","Rue du Déversoir","Rue du Déversoir","1","","",
"0201.543.828","REGO",,,"7100","La Louvière","La Louvière","*Hôtel de Ville","*Hôtel de Ville","","","",
"0201.543.828","ABBR",,,"6000","Charleroi","Charleroi","Boulevard de l'Yser","Boulevard de l'Yser","44","","",
"0201.552.538","REGO",,,"6000","Charleroi","Charleroi","Boulevard Joseph II","Boulevard Joseph II","13","","",
"0201.568.473","REGO",,,"6000","Charleroi","Charleroi","Place Charles II","Place Charles II","SN","","Hôtel de ville",
"0201.645.281","REGO",,,"6060","Charleroi","Charleroi","Place Jules Destrée","Place Jules Destrée","SN","","",
"0201.645.281","ABBR",,,"6000","Charleroi","Charleroi","Boulevard Pierre Mayence","Boulevard Pierre Mayence","1","","",
"0201.704.471","REGO",,,"6460","Chimay","Chimay","Boulevard Louise(CH)","Boulevard Louise(CH)","18","","",
"0201.710.312","REGO",,,"6460","Chimay","Chimay","Rue Sainte-Monégonde(SAL)","Rue Sainte-Monégonde(SAL)","40","","",
"0201.712.587","REGO",,,"6460","Chimay","Chimay","Grand'Place(CH)","Grand'Place(CH)","SN","","",
"0201.712.587","ABBR",,,"6470","Sivry-Rance","Sivry-Rance","Rue du Commerce","Rue du Commerce","6","","",
"0201.717.438","REGO",,,"6530","Thuin","Thuin","Rue 't Serstevens(THN)","Rue 't Serstevens(THN)","28","","",
"0201.717.438","ABBR",,,"6530","Thuin","Thuin","Grand'Rue(THN)","Grand'Rue(THN)","39","","",
"0201.741.786","REGO",,,"6000","Charleroi","Charleroi","Boulevard Pierre Mayence","Boulevard Pierre Mayence","1","","",
"0201.760.592","REGO",,,"7110","La Louvière","La Louvière","Chaussée","Chaussée","65","","",
"0201.808.401","REGO",,,"7330","Saint-Ghislain","Saint-Ghislain","11e Rue(SG)","11e Rue(SG)","3+","","",
"0201.808.696","REGO",,,"7340","Colfontaine","Colfontaine","Rue Grande","Rue Grande","17","","",
"0201.847.991","REGO",,,"1210","Sint-Joost-ten-Node","Saint-Josse-ten-Noode","Queteletplein","Place Quetelet","3","","",
"0201.978.150","REGO",,,"1210","Sint-Joost-ten-Node","Saint-Josse-ten-Noode","Madouplein","Place Madou","1","","",
"0202.082.078","REGO",,,"1210","Sint-Joost-ten-Node","Saint-Josse-ten-Noode","Sterrenkundelaan","Avenue de l'Astronomie","13","","",
"0202.082.078","ABBR",,,"1000","Brussel","Bruxelles","Werkhuizenkaai","Quai des Usines","16","","",
"0202.082.177","REGO",,,"1210","Sint-Joost-ten-Node","Saint-Josse-ten-Noode","Sterrenkundelaan","Avenue de l'Astronomie","13","","",
"0202.082.177","ABBR",,,"1000","Brussel","Bruxelles","Werkhuizenkaai","Quai des Usines","16","","",
"0202.239.951","REGO",,,"1030","Schaarbeek","Schaerbeek","Koning AlbertII laan","Boulevard du Roi Albert II","27","","",
"0202.268.754","REGO",,,"4800","Verviers","Verviers","Chaussée de Heusy","Chaussée de Heusy","1/5","","",
"0202.320.224","REGO",,,"4780","Sankt Vith","Sankt Vith","","","","","",
"0202.329.033","REGO",,,"4720","Kelmis","Kelmis","Rue de l'Eglise","Rue de l'Eglise","31","","",
"0202.395.052","REGO",,,"4031","Liège","Liège","Rue Canal-de-l'Ourthe","Rue Canal-de-l'Ourthe","8","","",
"0202.414.452","REGO",,,"4000","Liège","Liège","Quai de Maestricht","Quai de Maestricht","14","","",
"0202.470.177","REGO",,,"4850","Plombières","Plombières","Rue de la Clinique","Rue de la Clinique","24","","",
"0202.470.177","ABBR",,,"4850","Plombières","Plombières","Rue du Calvaire","Rue du Calvaire","1","","",
"0202.492.151","REGO",,,"7321","Bernissart","Bernissart","*Maison Communale","*Maison Communale","","","",
"0202.492.151","ABBR",,,"6000","Charleroi","Charleroi","Boulevard de l'Yser","Boulevard de l'Yser","44","","",
"0202.500.267","REGO",,,"7500","Tournai","Tournai","Rue Saint-Jacques","Rue Saint-Jacques","11","","",
"0202.500.465","REGO",,,"7500","Tournai","Tournai","Rue de l'Enclos St. Martin(TOU)","Rue de l'Enclos St. Martin(TOU)","52H","","",
"0202.508.878","REGO",,,"7500","Tournai","Tournai","Rue du Viaduc(TOU)","Rue du Viaduc(TOU)","52","","",
"0202.554.113","REGO",,,"5070","Fosses-la-Ville","Fosses-la-Ville","Rue Sainte-Brigide","Rue Sainte-Brigide","43","","",
"0202.554.311","REGO",,,"5060","Sambreville","Sambreville","Rue de l'Abattoir(TAM)","Rue de l'Abattoir(TAM)","9","","",
"0202.554.608","REGO",,,"5640","Mettet","Mettet","Rue Estroit","Rue Estroit","39","","",
"0202.555.004","REGO",,,"5670","Viroinval","Viroinval","Parc Communal, Nismes","Parc Communal, Nismes","1","","Hôtel communal",
"0202.555.103","REGO",,,"5600","Philippeville","Philippeville","Place d'Armes","Place d'Armes","12","","",
"0202.555.103","ABBR",,,"5000","Namur","Namur","B.E.P.- Palais des Expositions,","B.E.P.- Palais des Expositions,","2","","",
"0202.718.122","REGO",,,"1200","Sint-Lambrechts-Woluwe","Woluwe-Saint-Lambert","Paul Hymanslaan","Avenue Paul Hymans","2","","",
"0202.819.476","REGO",,,"1040","Brussel","Bruxelles","Trierstraat","Rue de Trèves","82","","",
"0202.824.228","REGO",,,"1000","Brussel","Bruxelles","Pachecolaan","Boulevard Pachéco","34","","",
"0202.962.701","REGO",,,"1000","Brussel","Bruxelles","Keizerinlaan","Boulevard de l'Impératrice","17-19","","",
"0202.969.629","REGO",,,"1000","Brussel","Bruxelles","Trierstraat","Rue de Trèves","21","","",
"0203.071.973","REGO",,,"1000","Brussel","Bruxelles","Maalbeeklaan","Avenue du Maelbeek","3","","",
"0203.178.079","REGO",,,"1080","Sint-Jans-Molenbeek","Molenbeek-Saint-Jean","Graaf van Vlaanderenstraat","Rue du Comte de Flandre","SN","","",
"0203.178.079","ABBR",,,"1050","Elsene","Ixelles","Elsense Steenweg","Chaussée d'Ixelles","133","","",
"0203.201.340","REGO",,,"1000","Brussel","Bruxelles","de Berlaimontlaan","Boulevard de Berlaimont","14","","",
"0203.211.040","REGO",,,"1020","Brussel","Bruxelles","Sint-Annadreef","Drève Sainte-Anne","68B","","",
"0203.286.561","REGO",,,"1040","Brussel","Bruxelles","Wetstraat","Rue de la Loi","42","","",
"0203.286.759","REGO",,,"1000","Brussel","Bruxelles","Montoyerstraat","Rue Montoyer","3","","",
"0203.375.049","REGO",,,"1000","Brussel","Bruxelles","Wetstraat","Rue de la Loi","15","101","",
"0203.375.148","REGO",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Maurice Van Meenenplein","Place Maurice Van Meenen","39","","",
"0203.389.204","REGO",,,"1180","Ukkel","Uccle","Stillelaan","Avenue du Silence","61","","",
"0203.430.576","REGO",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Frankrijkstraat","Rue de France","56","","DIR.HUMAN RESOURCES BUR. H-HR.232 SEC.73",
"0203.563.111","REGO",,,"3210","Lubbeek","Lubbeek","Diestsesteenweg(LIN)","Diestsesteenweg(LIN)","126","","",
"0203.563.111","ABBR",,,"3000","Leuven","Leuven","Blijde-Inkomststraat","Blijde-Inkomststraat","105","","",
"0203.563.210","REGO",,,"1910","Kampenhout","Kampenhout","Frederik Wouterslaan","Frederik Wouterslaan","8","","",
"0203.563.210","ABBR",,,"1910","Kampenhout","Kampenhout","Tritsstraat","Tritsstraat","1","","",
"0203.683.766","REGO",,,"2630","Aartselaar","Aartselaar","Kontichsesteenweg","Kontichsesteenweg","17","","",
"0203.884.397","REGO",,,"4020","Liège","Liège","Rue Général-de-Gaulle","Rue Général-de-Gaulle","71","","",
"0203.949.131","REGO",,,"4420","Saint-Nicolas","Saint-Nicolas","Rue de la Digue","Rue de la Digue","25","","",
"0203.963.680","REGO",,,"4420","Saint-Nicolas","Saint-Nicolas","Rue de la Digue","Rue de la Digue","25","","",
"0203.971.303","REGO",,,"4130","Esneux","Esneux","Rue Grandfosse, 31-33","Rue Grandfosse, 31-33","","","",
"0203.978.726","REGO",,,"4000","Liège","Liège","Rue Sainte-Marie","Rue Sainte-Marie","5","","",
"0203.980.409","REGO",,,"4100","Seraing","Seraing","Rue Laplace","Rue Laplace","40","","",
"0203.989.614","REGO",,,"4550","Nandrin","Nandrin","Route du Condroz","Route du Condroz","319","","",
"0204.212.714","REGO",,,"2440","Geel","Geel","Antwerpseweg","Antwerpseweg","1","","",
"0204.245.277","REGO",,,"4000","Liège","Liège","Rue Louvrex","Rue Louvrex","95","","",
"0204.259.135","REGO",,,"4000","Liège","Liège","Rue du Vertbois","Rue du Vertbois","11","","Atrium Vertbois",
"0204.259.927","REGO",,,"4000","Liège","Liège","Place Notger","Place Notger","2","","",
"0204.259.927","ABBR",,,"1000","Brussel","Bruxelles","Archimedesstraat","Rue Archimède","17A","","",
"0204.260.125","REGO",,,"4800","Verviers","Verviers","Rue Jean Koch","Rue Jean Koch","6","","HÔTEL DE VILLE",
