"EntityNumber","ActivityGroup","NaceVersion","NaceCode","Classification"
"2.153.245.293","OLK001","2008","61200","MAIN"
"2.153.245.293","OLK001","2008","4321102","SECO"
"2.153.245.293","OLK001","2008","61100","SECO"
"2.153.245.293","OLK001","2008","6120001","SECO"
"2.153.245.293","OLK001","2008","6120002","SECO"
"2.153.245.293","OLK001","2008","6120004","SECO"
"2.153.245.293","OLK001","2003","4531003","SECO"
"2.153.245.293","OLK001","2003","6420001","SECO"
"2.153.245.293","OLK001","2003","6420002","SECO"
"2.153.245.293","OLK001","2003","6420004","SECO"
"2.153.245.293","OLK001","2003","64201","SECO"
"2.153.245.293","RSZ001","2008","61100","MAIN"
"2.153.245.392","OLK001","2008","61200","MAIN"
"2.153.245.392","OLK001","2008","4321102","SECO"
"2.153.245.392","OLK001","2008","61100","SECO"
"2.153.245.392","OLK001","2008","6120001","SECO"
"2.153.245.392","OLK001","2008","6120002","SECO"
"2.153.245.392","OLK001","2008","6120004","SECO"
"2.153.245.392","OLK001","2003","4531003","SECO"
"2.153.245.392","OLK001","2003","6420001","SECO"
"2.153.245.392","OLK001","2003","6420002","SECO"
"2.153.245.392","OLK001","2003","6420004","SECO"
"2.153.245.392","OLK001","2003","64201","SECO"
"2.153.245.392","RSZ001","2008","61100","MAIN"
"2.153.245.491","OLK001","2008","61200","MAIN"
"2.153.245.491","OLK001","2008","4321102","SECO"
"2.153.245.491","OLK001","2008","61100","SECO"
"2.153.245.491","OLK001","2008","6120001","SECO"
"2.153.245.491","OLK001","2008","6120002","SECO"
"2.153.245.491","OLK001","2008","6120004","SECO"
"2.153.245.491","OLK001","2008","82110","SECO"
"2.153.245.491","OLK001","2008","82190","SECO"
"2.153.245.491","OLK001","2003","4531003","SECO"
"2.153.245.491","OLK001","2003","6420001","SECO"
"2.153.245.491","OLK001","2003","6420002","SECO"
"2.153.245.491","OLK001","2003","6420004","SECO"
"2.153.245.491","OLK001","2003","64201","SECO"
"2.153.245.491","OLK001","2003","74851","SECO"
"2.153.245.491","OLK001","2003","74855","SECO"
"2.153.245.491","RSZ001","2008","61100","MAIN"
"2.153.245.590","OLK001","2008","61200","MAIN"
"2.153.245.590","OLK001","2008","47410","SECO"
"2.153.245.590","OLK001","2008","4778902","SECO"
"2.153.245.590","OLK001","2008","61100","SECO"
"2.153.245.590","OLK001","2003","52487","SECO"
"2.153.245.590","OLK001","2003","5249803","SECO"
"2.153.245.590","OLK001","2003","64201","SECO"
"2.153.245.590","RSZ001","2008","61100","MAIN"
"2.153.245.689","OLK001","2008","61200","MAIN"
"2.153.245.689","OLK001","2008","4321102","SECO"
"2.153.245.689","OLK001","2008","61100","SECO"
"2.153.245.689","OLK001","2008","6120001","SECO"
"2.153.245.689","OLK001","2008","6120002","SECO"
"2.153.245.689","OLK001","2008","6120004","SECO"
"2.153.245.689","OLK001","2003","4531003","SECO"
"2.153.245.689","OLK001","2003","6420001","SECO"
"2.153.245.689","OLK001","2003","6420002","SECO"
"2.153.245.689","OLK001","2003","6420004","SECO"
"2.153.245.689","OLK001","2003","64201","SECO"
"2.153.245.689","RSZ001","2008","61100","MAIN"
"2.153.245.986","OLK001","2008","61200","MAIN"
"2.153.245.986","OLK001","2008","4321102","SECO"
"2.153.245.986","OLK001","2008","61100","SECO"
"2.153.245.986","OLK001","2008","6120001","SECO"
"2.153.245.986","OLK001","2008","6120002","SECO"
"2.153.245.986","OLK001","2008","6120004","SECO"
"2.153.245.986","OLK001","2003","64200","MAIN"
"2.153.245.986","OLK001","2003","4531003","SECO"
"2.153.245.986","OLK001","2003","6420001","SECO"
"2.153.245.986","OLK001","2003","6420002","SECO"
"2.153.245.986","OLK001","2003","6420004","SECO"
"2.153.245.986","OLK001","2003","64201","SECO"
"2.153.245.986","RSZ001","2008","61100","MAIN"
"2.153.246.085","OLK001","2008","61200","MAIN"
"2.153.246.085","OLK001","2008","4321102","SECO"
"2.153.246.085","OLK001","2008","61100","SECO"
"2.153.246.085","OLK001","2008","6120001","SECO"
"2.153.246.085","OLK001","2008","6120002","SECO"
"2.153.246.085","OLK001","2008","6120004","SECO"
"2.153.246.085","OLK001","2003","4531003","SECO"
"2.153.246.085","OLK001","2003","6420001","SECO"
"2.153.246.085","OLK001","2003","6420002","SECO"
"2.153.246.085","OLK001","2003","6420004","SECO"
"2.153.246.085","OLK001","2003","64201","SECO"
"2.153.246.085","RSZ001","2008","61100","MAIN"
"2.153.246.283","OLK001","2008","61200","MAIN"
"2.153.246.283","OLK001","2008","4321102","SECO"
"2.153.246.283","OLK001","2008","4791002","SECO"
"2.153.246.283","OLK001","2008","61100","SECO"
"2.153.246.283","OLK001","2008","6120001","SECO"
"2.153.246.283","OLK001","2008","6120002","SECO"
"2.153.246.283","OLK001","2008","6120004","SECO"
"2.153.246.283","OLK001","2008","82110","SECO"
"2.153.246.283","OLK001","2008","82190","SECO"
"2.153.246.283","OLK001","2008","82200","SECO"
"2.153.246.283","OLK001","2003","4531003","SECO"
"2.153.246.283","OLK001","2003","5261002","SECO"
"2.153.246.283","OLK001","2003","6420001","SECO"
"2.153.246.283","OLK001","2003","6420002","SECO"
"2.153.246.283","OLK001","2003","6420004","SECO"
"2.153.246.283","OLK001","2003","64201","SECO"
"2.153.246.283","OLK001","2003","74851","SECO"
"2.153.246.283","OLK001","2003","74855","SECO"
"2.153.246.283","OLK001","2003","74860","SECO"
"2.153.246.283","RSZ001","2008","61100","MAIN"
"2.153.246.580","OLK001","2008","61200","MAIN"
"2.153.246.580","OLK001","2008","4321102","SECO"
"2.153.246.580","OLK001","2008","61100","SECO"
"2.153.246.580","OLK001","2008","6120001","SECO"
"2.153.246.580","OLK001","2008","6120002","SECO"
"2.153.246.580","OLK001","2008","6120004","SECO"
"2.153.246.580","OLK001","2003","4531003","SECO"
"2.153.246.580","OLK001","2003","6420001","SECO"
"2.153.246.580","OLK001","2003","6420002","SECO"
"2.153.246.580","OLK001","2003","6420004","SECO"
"2.153.246.580","OLK001","2003","64201","SECO"
"2.153.246.580","RSZ001","2008","61100","MAIN"
"2.153.246.778","OLK001","2008","61200","MAIN"
"2.153.246.778","OLK001","2008","4321102","SECO"
"2.153.246.778","OLK001","2008","4791002","SECO"
"2.153.246.778","OLK001","2008","61100","SECO"
"2.153.246.778","OLK001","2008","6120001","SECO"
"2.153.246.778","OLK001","2008","6120002","SECO"
"2.153.246.778","OLK001","2008","6120004","SECO"
"2.153.246.778","OLK001","2008","82200","SECO"
"2.153.246.778","OLK001","2003","64200","MAIN"
"2.153.246.778","OLK001","2003","4531003","SECO"
"2.153.246.778","OLK001","2003","5261002","SECO"
"2.153.246.778","OLK001","2003","6420001","SECO"
"2.153.246.778","OLK001","2003","6420002","SECO"
"2.153.246.778","OLK001","2003","6420004","SECO"
"2.153.246.778","OLK001","2003","64201","SECO"
"2.153.246.778","OLK001","2003","64202","SECO"
"2.153.246.778","OLK001","2003","74860","SECO"
"2.153.246.778","RSZ001","2008","61100","MAIN"
"2.153.246.877","OLK001","2008","61200","MAIN"
"2.153.246.877","OLK001","2008","61100","SECO"
"2.153.246.877","OLK001","2008","82110","SECO"
"2.153.246.877","OLK001","2008","82190","SECO"
"2.153.246.877","OLK001","2003","64201","SECO"
"2.153.246.877","OLK001","2003","74851","SECO"
"2.153.246.877","OLK001","2003","74855","SECO"
"2.153.246.877","RSZ001","2008","61100","MAIN"
"2.153.247.174","OLK001","2008","61200","MAIN"
"2.153.247.174","OLK001","2008","61100","SECO"
"2.153.247.174","OLK001","2008","82110","SECO"
"2.153.247.174","OLK001","2008","82190","SECO"
"2.153.247.174","OLK001","2003","64200","MAIN"
"2.153.247.174","OLK001","2003","64201","SECO"
"2.153.247.174","OLK001","2003","74851","SECO"
"2.153.247.174","OLK001","2003","74855","SECO"
"2.153.247.174","RSZ001","2008","61100","MAIN"
"2.153.247.273","OLK001","2008","61200","MAIN"
"2.153.247.273","OLK001","2008","4321102","SECO"
"2.153.247.273","OLK001","2008","61100","SECO"
"2.153.247.273","OLK001","2008","6120001","SECO"
"2.153.247.273","OLK001","2008","6120002","SECO"
"2.153.247.273","OLK001","2008","6120004","SECO"
"2.153.247.273","OLK001","2003","4531003","SECO"
"2.153.247.273","OLK001","2003","6420001","SECO"
"2.153.247.273","OLK001","2003","6420002","SECO"
"2.153.247.273","OLK001","2003","6420004","SECO"
"2.153.247.273","OLK001","2003","64201","SECO"
"2.153.247.273","OLK001","2003","64202","SECO"
"2.153.247.273","RSZ001","2008","61100","MAIN"
"2.153.247.570","OLK001","2008","61200","MAIN"
"2.153.247.570","OLK001","2008","4321102","SECO"
"2.153.247.570","OLK001","2008","61100","SECO"
"2.153.247.570","OLK001","2008","6120001","SECO"
"2.153.247.570","OLK001","2008","6120002","SECO"
"2.153.247.570","OLK001","2008","6120004","SECO"
"2.153.247.570","OLK001","2003","64200","MAIN"
"2.153.247.570","OLK001","2003","4531003","SECO"
"2.153.247.570","OLK001","2003","6420001","SECO"
"2.153.247.570","OLK001","2003","6420002","SECO"
"2.153.247.570","OLK001","2003","6420004","SECO"
"2.153.247.570","OLK001","2003","64201","SECO"
"2.153.247.570","OLK001","2003","64202","SECO"
"2.153.247.570","RSZ001","2008","61100","MAIN"
"2.153.247.768","OLK001","2008","61200","MAIN"
"2.153.247.768","OLK001","2008","4321102","SECO"
"2.153.247.768","OLK001","2008","61100","SECO"
"2.153.247.768","OLK001","2008","6120001","SECO"
"2.153.247.768","OLK001","2008","6120002","SECO"
"2.153.247.768","OLK001","2008","6120004","SECO"
"2.153.247.768","OLK001","2003","4531003","SECO"
"2.153.247.768","OLK001","2003","6420001","SECO"
"2.153.247.768","OLK001","2003","6420002","SECO"
"2.153.247.768","OLK001","2003","6420004","SECO"
"2.153.247.768","OLK001","2003","64201","SECO"
"2.153.247.768","RSZ001","2008","61100","MAIN"
"2.153.248.164","OLK001","2008","61200","MAIN"
"2.153.248.164","OLK001","2008","4321102","SECO"
"2.153.248.164","OLK001","2008","61100","SECO"
"2.153.248.164","OLK001","2008","6120001","SECO"
"2.153.248.164","OLK001","2008","6120002","SECO"
"2.153.248.164","OLK001","2008","6120004","SECO"
"2.153.248.164","OLK001","2008","82110","SECO"
"2.153.248.164","OLK001","2008","82190","SECO"
"2.153.248.164","OLK001","2003","64200","MAIN"
"2.153.248.164","OLK001","2003","4531003","SECO"
"2.153.248.164","OLK001","2003","6420001","SECO"
"2.153.248.164","OLK001","2003","6420002","SECO"
"2.153.248.164","OLK001","2003","6420004","SECO"
"2.153.248.164","OLK001","2003","64201","SECO"
"2.153.248.164","OLK001","2003","74851","SECO"
"2.153.248.164","OLK001","2003","74855","SECO"
"2.153.248.164","RSZ001","2008","61100","MAIN"
"2.153.248.263","OLK001","2008","61200","MAIN"
"2.153.248.263","OLK001","2008","4321102","SECO"
"2.153.248.263","OLK001","2008","61100","SECO"
"2.153.248.263","OLK001","2008","6120001","SECO"
"2.153.248.263","OLK001","2008","6120002","SECO"
"2.153.248.263","OLK001","2008","6120004","SECO"
"2.153.248.263","OLK001","2003","4531003","SECO"
"2.153.248.263","OLK001","2003","6420001","SECO"
"2.153.248.263","OLK001","2003","6420002","SECO"
"2.153.248.263","OLK001","2003","6420004","SECO"
"2.153.248.263","OLK001","2003","64201","SECO"
"2.153.248.263","RSZ001","2008","61100","MAIN"
"2.153.248.659","OLK001","2008","61200","MAIN"
"2.153.248.659","OLK001","2008","4321102","SECO"
"2.153.248.659","OLK001","2008","61100","SECO"
"2.153.248.659","OLK001","2008","6120001","SECO"
"2.153.248.659","OLK001","2008","6120002","SECO"
"2.153.248.659","OLK001","2008","6120004","SECO"
"2.153.248.659","OLK001","2003","64200","MAIN"
"2.153.248.659","OLK001","2003","4531003","SECO"
"2.153.248.659","OLK001","2003","6420001","SECO"
"2.153.248.659","OLK001","2003","6420002","SECO"
"2.153.248.659","OLK001","2003","6420004","SECO"
"2.153.248.659","OLK001","2003","64201","SECO"
"2.153.248.659","RSZ001","2008","61100","MAIN"
"2.153.248.758","OLK001","2008","61200","MAIN"
"2.153.248.758","OLK001","2008","4321102","SECO"
"2.153.248.758","OLK001","2008","61100","SECO"
"2.153.248.758","OLK001","2008","6120001","SECO"
"2.153.248.758","OLK001","2008","6120002","SECO"
"2.153.248.758","OLK001","2008","6120004","SECO"
"2.153.248.758","OLK001","2003","4531003","SECO"
"2.153.248.758","OLK001","2003","6420001","SECO"
"2.153.248.758","OLK001","2003","6420002","SECO"
"2.153.248.758","OLK001","2003","6420004","SECO"
"2.153.248.758","OLK001","2003","64201","SECO"
"2.153.248.758","RSZ001","2008","61100","MAIN"
"2.153.249.055","OLK001","2008","61200","MAIN"
"2.153.249.055","OLK001","2008","4321102","SECO"
"2.153.249.055","OLK001","2008","61100","SECO"
"2.153.249.055","OLK001","2008","6120001","SECO"
"2.153.249.055","OLK001","2008","6120002","SECO"
"2.153.249.055","OLK001","2008","6120004","SECO"
"2.153.249.055","OLK001","2003","4531003","SECO"
"2.153.249.055","OLK001","2003","6420001","SECO"
"2.153.249.055","OLK001","2003","6420002","SECO"
"2.153.249.055","OLK001","2003","6420004","SECO"
"2.153.249.055","OLK001","2003","64201","SECO"
"2.153.249.055","RSZ001","2008","61100","MAIN"
"2.153.249.352","OLK001","2008","61200","MAIN"
"2.153.249.352","OLK001","2008","4321102","SECO"
"2.153.249.352","OLK001","2008","4791002","SECO"
"2.153.249.352","OLK001","2008","61100","SECO"
"2.153.249.352","OLK001","2008","6120001","SECO"
"2.153.249.352","OLK001","2008","6120002","SECO"
"2.153.249.352","OLK001","2008","6120004","SECO"
"2.153.249.352","OLK001","2008","82200","SECO"
"2.153.249.352","OLK001","2003","4531003","SECO"
"2.153.249.352","OLK001","2003","5261002","SECO"
"2.153.249.352","OLK001","2003","6420001","SECO"
"2.153.249.352","OLK001","2003","6420002","SECO"
"2.153.249.352","OLK001","2003","6420004","SECO"
"2.153.249.352","OLK001","2003","64201","SECO"
"2.153.249.352","OLK001","2003","64202","SECO"
"2.153.249.352","OLK001","2003","74860","SECO"
"2.153.249.352","RSZ001","2008","61100","MAIN"
"2.153.258.458","OLK001","2008","61200","MAIN"
"2.153.258.458","OLK001","2008","4321102","SECO"
"2.153.258.458","OLK001","2008","61100","SECO"
"2.153.258.458","OLK001","2008","6120001","SECO"
"2.153.258.458","OLK001","2008","6120002","SECO"
"2.153.258.458","OLK001","2008","6120004","SECO"
"2.153.258.458","OLK001","2003","64200","MAIN"
"2.153.258.458","OLK001","2003","4531003","SECO"
"2.153.258.458","OLK001","2003","6420001","SECO"
"2.153.258.458","OLK001","2003","6420002","SECO"
"2.153.258.458","OLK001","2003","6420004","SECO"
"2.153.258.458","OLK001","2003","64201","SECO"
"2.153.258.458","RSZ001","2008","61100","MAIN"
"2.160.609.474","OLK001","2008","61200","MAIN"
"2.160.609.474","OLK001","2008","4321102","SECO"
"2.160.609.474","OLK001","2008","4791002","SECO"
"2.160.609.474","OLK001","2008","61100","SECO"
"2.160.609.474","OLK001","2008","6120001","SECO"
"2.160.609.474","OLK001","2008","6120002","SECO"
"2.160.609.474","OLK001","2008","6120004","SECO"
"2.160.609.474","OLK001","2008","82200","SECO"
"2.160.609.474","OLK001","2003","64200","MAIN"
"2.160.609.474","OLK001","2003","4531003","SECO"
"2.160.609.474","OLK001","2003","5261002","SECO"
"2.160.609.474","OLK001","2003","6420001","SECO"
"2.160.609.474","OLK001","2003","6420002","SECO"
"2.160.609.474","OLK001","2003","6420004","SECO"
"2.160.609.474","OLK001","2003","64201","SECO"
"2.160.609.474","OLK001","2003","64202","SECO"
"2.160.609.474","OLK001","2003","74860","SECO"
"2.160.609.474","RSZ001","2008","61100","MAIN"
"2.174.815.917","OLK001","2008","26300","SECO"
"2.174.815.917","OLK001","2008","61100","SECO"
"2.174.815.917","OLK001","2008","61200","SECO"
"2.174.815.917","OLK001","2008","61900","SECO"
"2.174.815.917","OLK001","2008","82200","SECO"
"2.174.815.917","RSZ001","2008","61100","MAIN"
"2.174.823.142","OLK001","2008","47420","MAIN"
"2.174.823.142","OLK001","2008","26300","SECO"
"2.174.823.142","OLK001","2008","46520","SECO"
"2.174.823.142","OLK001","2008","61100","SECO"
"2.174.823.142","OLK001","2008","61200","SECO"
"2.174.823.142","OLK001","2008","61900","SECO"
"2.174.823.142","OLK001","2003","64201","MAIN"
"2.174.823.142","OLK001","2003","3220201","SECO"
"2.174.823.142","OLK001","2003","51860","SECO"
"2.174.823.142","OLK001","2003","64200","SECO"
"2.174.823.142","OLK001","2003","64202","SECO"
"2.174.823.142","RSZ001","2008","61100","MAIN"
"2.174.824.528","OLK001","2008","82200","MAIN"
"2.174.824.528","OLK001","2008","26300","SECO"
"2.174.824.528","OLK001","2008","61100","SECO"
"2.174.824.528","OLK001","2008","61200","SECO"
"2.174.824.528","OLK001","2008","61900","SECO"
"2.174.824.528","RSZ001","2008","61100","MAIN"
"2.177.924.667","RSZ001","2008","61100","MAIN"
"2.181.462.494","OLK001","2008","4321102","MAIN"
"2.181.462.494","OLK001","2008","61100","MAIN"
"2.181.462.494","OLK001","2008","61200","MAIN"
"2.181.462.494","OLK001","2008","6120001","MAIN"
"2.181.462.494","OLK001","2008","6120002","MAIN"
"2.181.462.494","OLK001","2008","6120004","MAIN"
"2.181.462.494","RSZ001","2008","61100","MAIN"
"2.186.642.096","OLK001","2008","61200","MAIN"
"2.186.642.096","OLK001","2008","47420","SECO"
"2.186.642.096","OLK001","2008","6120003","SECO"
"2.186.642.096","OLK001","2008","61900","SECO"
"2.186.642.096","RSZ001","2008","61100","MAIN"
"2.186.643.779","OLK001","2008","61200","MAIN"
"2.186.643.779","OLK001","2008","47420","SECO"
"2.186.643.779","OLK001","2008","6120003","SECO"
"2.186.643.779","OLK001","2008","61900","SECO"
"2.186.643.779","RSZ001","2008","61100","MAIN"
"2.187.794.913","OLK001","2008","61200","MAIN"
"2.187.794.913","OLK001","2008","47420","SECO"
"2.187.794.913","OLK001","2008","6120003","SECO"
"2.187.794.913","OLK001","2008","61900","SECO"
"2.187.794.913","RSZ001","2008","61100","MAIN"
"2.209.570.522","OLK001","2008","61100","SECO"
"2.209.570.522","OLK001","2008","61200","SECO"
"2.209.570.522","RSZ001","2008","61100","MAIN"
"2.210.681.072","OLK001","2008","61100","SECO"
"2.210.681.072","OLK001","2008","61200","SECO"
"2.210.681.072","RSZ001","2008","61100","MAIN"
"2.210.681.864","OLK001","2008","61100","SECO"
"2.210.681.864","OLK001","2008","61200","SECO"
"2.210.681.864","RSZ001","2008","61100","MAIN"
"2.210.722.050","OLK001","2008","4222002","MAIN"
"2.210.722.050","OLK001","2008","4778902","MAIN"
"2.210.722.050","OLK001","2008","4791002","MAIN"
"2.210.722.050","OLK001","2008","61100","MAIN"
"2.210.722.050","OLK001","2008","61200","MAIN"
"2.210.722.050","OLK001","2008","6120001","MAIN"
"2.210.722.050","OLK001","2008","6120002","MAIN"
"2.210.722.050","OLK001","2008","6120004","MAIN"
"2.210.722.050","OLK001","2008","62010","MAIN"
"2.210.722.050","OLK001","2008","82110","MAIN"
"2.210.722.050","OLK001","2008","82190","MAIN"
"2.210.722.050","OLK001","2008","82200","MAIN"
"2.210.722.050","RSZ001","2008","61100","MAIN"
"2.210.722.149","OLK001","2008","4222002","MAIN"
"2.210.722.149","OLK001","2008","4778902","MAIN"
"2.210.722.149","OLK001","2008","4791002","MAIN"
"2.210.722.149","OLK001","2008","61100","MAIN"
"2.210.722.149","OLK001","2008","61200","MAIN"
"2.210.722.149","OLK001","2008","6120001","MAIN"
"2.210.722.149","OLK001","2008","6120002","MAIN"
"2.210.722.149","OLK001","2008","6120004","MAIN"
"2.210.722.149","OLK001","2008","62010","MAIN"
"2.210.722.149","OLK001","2008","82110","MAIN"
"2.210.722.149","OLK001","2008","82190","MAIN"
"2.210.722.149","OLK001","2008","82200","MAIN"
"2.210.722.149","RSZ001","2008","61100","MAIN"
"2.211.072.339","OLK001","2008","61200","MAIN"
"2.211.072.339","OLK001","2008","61900","SECO"
"2.039.108.957","OLK001","2008","64910","MAIN"
"2.039.108.957","OLK001","2003","65210","MAIN"
"2.039.108.957","RSZ001","2008","64922","MAIN"
"2.006.580.404","OLK001","2008","3530002","MAIN"
"2.006.580.404","OLK001","2008","4711201","MAIN"
"2.006.580.404","OLK001","2003","5211201","MAIN"
"2.004.189.254","OLK001","2008","36000","MAIN"
"2.004.189.254","PPO001","2008","36000","MAIN"
"2.001.171.663","OLK001","2008","55100","MAIN"
"2.001.171.663","OLK001","2003","55100","MAIN"
"2.001.171.663","PPO001","2008","87301","MAIN"
"2.001.171.663","PPO001","2003","85315","MAIN"
"2.159.816.549","PPO001","2008","87301","MAIN"
"2.159.816.945","PPO001","2008","87301","MAIN"
"2.159.817.242","PPO001","2008","87301","MAIN"
"2.158.812.204","PPO001","2008","84119","MAIN"
"2.158.812.204","PPO001","2003","75116","MAIN"
"2.158.813.687","PPO001","2008","84120","MAIN"
"2.158.813.687","PPO001","2003","75120","MAIN"
"2.160.263.343","PPO001","2008","87101","MAIN"
"2.160.263.343","PPO001","2003","85315","MAIN"
"2.160.263.541","PPO001","2008","87101","MAIN"
"2.166.131.744","PPO001","2008","38222","MAIN"
"2.160.519.996","PPO001","2008","36000","MAIN"
"2.164.080.886","PPO001","2008","35110","MAIN"
"2.164.080.886","PPO001","2008","35220","MAIN"
"2.164.080.886","PPO001","2008","73200","MAIN"
"2.164.080.886","PPO001","2003","40110","MAIN"
"2.164.080.886","PPO001","2003","40220","MAIN"
"2.164.080.886","PPO001","2003","74131","MAIN"
"2.172.249.969","RSZ001","2008","84130","MAIN"
"2.159.997.483","PPO001","2008","36000","MAIN"
"2.159.997.483","PPO001","2008","42219","SECO"
"2.159.997.483","PPO001","2003","41000","MAIN"
"2.159.997.582","PPO001","2008","36000","MAIN"
"2.159.997.582","PPO001","2008","42219","SECO"
"2.159.997.780","PPO001","2008","36000","MAIN"
"2.159.997.780","PPO001","2008","42219","SECO"
"2.159.997.978","PPO001","2008","36000","MAIN"
"2.159.997.978","PPO001","2008","42219","SECO"
"2.159.997.978","PPO001","2003","41000","MAIN"
"2.159.998.176","PPO001","2008","36000","MAIN"
"2.159.998.176","PPO001","2003","41000","MAIN"
"2.159.998.572","PPO001","2008","36000","MAIN"
"2.159.998.968","PPO001","2008","36000","MAIN"
"2.159.998.968","PPO001","2003","41000","MAIN"
"2.159.999.166","PPO001","2008","36000","MAIN"
"2.159.999.562","PPO001","2008","36000","MAIN"
"2.159.999.562","PPO001","2003","41000","MAIN"
"2.159.999.661","PPO001","2008","36000","MAIN"
"2.160.299.767","PPO001","2008","36000","MAIN"
"2.160.300.361","PPO001","2008","36000","MAIN"
"2.160.301.450","PPO001","2008","36000","MAIN"
"2.160.301.945","PPO001","2008","36000","MAIN"
"2.160.302.242","PPO001","2008","36000","MAIN"
"2.160.302.242","PPO001","2003","41000","MAIN"
"2.160.302.836","PPO001","2008","36000","MAIN"
"2.160.315.011","PPO001","2008","36000","MAIN"
"2.160.315.803","PPO001","2008","36000","MAIN"
"2.160.316.494","PPO001","2008","36000","MAIN"
"2.160.316.692","PPO001","2008","36000","MAIN"
"2.160.317.484","PPO001","2008","36000","MAIN"
"2.160.317.979","PPO001","2008","36000","MAIN"
"2.160.318.177","PPO001","2008","36000","MAIN"
"2.160.318.573","PPO001","2008","36000","MAIN"
"2.160.318.771","PPO001","2008","36000","MAIN"
"2.160.319.860","PPO001","2008","36000","MAIN"
"2.160.319.860","PPO001","2003","41000","MAIN"
"2.160.320.553","PPO001","2008","36000","MAIN"
"2.160.321.048","PPO001","2008","36000","MAIN"
"2.160.321.147","PPO001","2008","36000","MAIN"
"2.160.321.444","PPO001","2008","36000","MAIN"
"2.160.321.444","PPO001","2003","41000","MAIN"
"2.160.322.335","PPO001","2008","36000","MAIN"
"2.160.322.731","PPO001","2008","36000","MAIN"
"2.160.323.424","PPO001","2008","36000","MAIN"
"2.160.323.721","PPO001","2008","36000","MAIN"
"2.160.323.721","PPO001","2003","41000","MAIN"
"2.160.323.820","PPO001","2008","36000","MAIN"
"2.160.323.919","PPO001","2008","36000","MAIN"
"2.160.324.018","PPO001","2008","36000","MAIN"
"2.161.098.434","PPO001","2008","36000","MAIN"
"2.161.100.414","PPO001","2008","36000","MAIN"
"2.161.100.414","PPO001","2003","41000","MAIN"
"2.161.439.419","PPO001","2008","36000","MAIN"
"2.160.284.129","PPO001","2008","84119","MAIN"
"2.104.471.814","OLK001","2008","64190","MAIN"
"2.104.471.814","RSZ001","2003","65110","MAIN"
"2.104.471.814","OLK001","2003","6512101","MAIN"
"2.104.471.814","OLK001","2003","6523","MAIN"
"2.104.471.814","RSZ001","2008","64110","MAIN"
"2.104.472.903","OLK001","2008","64190","MAIN"
"2.104.472.903","RSZ001","2003","65110","MAIN"
"2.104.472.903","OLK001","2003","6512101","MAIN"
"2.104.472.903","RSZ001","2008","64110","MAIN"
"2.104.473.002","OLK001","2008","64190","MAIN"
"2.104.473.002","RSZ001","2003","65110","MAIN"
"2.104.473.002","RSZ001","2008","64110","MAIN"
"2.104.473.495","OLK001","2008","64190","MAIN"
"2.104.473.495","RSZ001","2003","65110","MAIN"
"2.104.473.495","OLK001","2003","6512101","MAIN"
"2.104.473.495","RSZ001","2008","64110","MAIN"
"2.104.473.792","OLK001","2008","64190","MAIN"
"2.104.473.792","RSZ001","2003","65110","MAIN"
"2.104.473.792","OLK001","2003","6512101","MAIN"
"2.104.473.792","RSZ001","2008","64110","MAIN"
"2.128.041.626","OLK001","2008","64200","MAIN"
"2.128.041.626","OLK001","2008","6420011","MAIN"
"2.128.041.626","OLK001","2003","65231","MAIN"
"2.128.041.626","OLK001","2003","7415101","MAIN"
"2.128.041.626","RSZ001","2008","64200","MAIN"
"2.072.525.457","OLK001","2008","64190","MAIN"
"2.072.525.457","RSZ001","2003","65120","MAIN"
"2.072.525.457","RSZ001","2008","64922","MAIN"
"2.151.301.533","RSZ001","2008","65121","MAIN"
"2.009.956.596","OLK001","2008","5610105","MAIN"
"2.009.956.596","OLK001","2003","5530105","MAIN"
"2.009.956.596","OLK001","2003","9303","MAIN"
"2.009.956.596","PPO001","2008","96032","MAIN"
"2.009.956.596","PPO001","2003","93032","MAIN"
"2.143.271.418","RSZ001","2008","49200","MAIN"
"2.143.272.111","RSZ001","2008","49200","MAIN"
"2.143.272.408","RSZ001","2003","60100","MAIN"
"2.143.272.408","RSZ001","2008","49200","MAIN"
"2.143.273.594","RSZ001","2008","49200","MAIN"
"2.143.273.693","RSZ001","2008","49200","MAIN"
"2.143.273.792","RSZ001","2008","49200","MAIN"
"2.143.273.891","RSZ001","2008","49200","MAIN"
"2.143.273.990","RSZ001","2008","49200","MAIN"
"2.143.274.584","RSZ001","2008","49200","MAIN"
"2.143.274.683","RSZ001","2008","49200","MAIN"
"2.143.274.782","RSZ001","2008","49200","MAIN"
"2.143.274.980","RSZ001","2003","60100","MAIN"
"2.143.274.980","RSZ001","2008","49200","MAIN"
"2.143.275.079","OLK001","2008","01610","MAIN"
"2.143.275.079","OLK001","2008","0161001","MAIN"
"2.143.275.079","OLK001","2008","0161004","MAIN"
"2.143.275.079","OLK001","2008","0161006","MAIN"
"2.143.275.079","OLK001","2008","0163001","MAIN"
"2.143.275.079","OLK001","2008","02100","MAIN"
"2.143.275.079","OLK001","2008","0210001","MAIN"
"2.143.275.079","OLK001","2008","23120","MAIN"
"2.143.275.079","OLK001","2008","2370003","MAIN"
"2.143.275.079","OLK001","2008","25110","MAIN"
"2.143.275.079","OLK001","2008","2511001","MAIN"
"2.143.275.079","OLK001","2008","2511002","MAIN"
"2.143.275.079","OLK001","2008","2530003","MAIN"
"2.143.275.079","OLK001","2008","2561005","MAIN"
